accept all	ip	tcp	tcp src port 80	src net 178.79.150.0/24
124.58479415206	77.177572897084	55.965775935268	21.271603339377	40.527345233574
118.69865712086	60.360397283633	54.28587662985	20.963258026159	40.094501632437
123.8584099967	77.446202689616	56.04892030387	21.40278908997	40.630136713102
124.38517459302	78.337982264079	55.536681540934	21.57657157033	40.539905821661
124.54245014245	78.410750648832	56.02454	21.18591244642	40.483242315026
113.48342439346	50.468459472144	38.992784274695	16.512768383994	31.403881387661
124.45038907591	78.344248362746	55.981434295592	21.274782539382	40.522080206262
124.0243466451	78.158546829063	55.937836353652	21.305138694871	40.546391752577
123.6207574865	76.715233375959	55.959067890568	21.408317768152	40.498202265146
124.49142651585	78.360689916603	55.278772710049	21.232682325332	40.492540443379
124.41559064082	78.132763532763	55.960744750984	21.365650996996	40.526940182899
124.48520698234	78.504787127723	55.946215298582	21.420661272044	40.122543387253
124.58604	78.533042069904	55.9819936848	21.263977134663	40.482433983926
121.65622940671	78.186335651636	55.949567579443	21.393651770733	40.524915050969
124.5362255098	77.912797553615	55.979196850551	21.293665356922	40.528560434179
124.52377811095	78.500079947235	55.529475176173	21.376884920635	40.444882203914
124.59379337201	78.32701900297	55.93448547838	20.844128205893	40.523295091142
124.48147556053	76.982460526185	55.972485588403	21.271391426494	40.066499047164
124.42801641915	77.081995046341	55.966894099078	21.291117404224	40.404178997399
123.92773119322	76.886355465005	55.926110046318	21.412146988095	40.516411706518
