accept all	ip	tcp	tcp src port 80	src net 178.79.150.0/24
143.94316420895	93.930451634816	83.868234847956	45.016436029375	53.284016181101
143.95467770479	93.517587839323	83.676078126092	44.912775629012	53.355252918288
143.64679554423	93.557767053346	83.799020489755	45.062229879105	53.346204873961
143.91295004298	93.805982384756	83.8506615314	44.906956114384	53.243744503957
143.63531562491	93.601723379583	83.767204859723	44.971951609039	53.291980986358
143.95035992801	93.809733761235	83.849824890494	44.903375624147	53.311106237477
143.92158136745	93.751621122046	83.484739300543	44.914118808131	53.27515422995
143.67119646676	93.562441295789	83.747123221992	45.07524728805	53.338223853504
143.89281431141	93.528797171224	83.923513257103	45.056396929235	53.224597434771
143.69991404985	93.597045211463	83.869071856288	45.077043382975	53.327054435946
143.92877492877	93.838584445265	83.914295129112	45.020934299275	53.336095984681
143.90575806339	93.742254857885	83.76971574162	45.076145317621	53.302073158576
143.92158136745	93.523192169397	83.893352367451	45.016436029375	53.270893112446
143.81520067123	93.767548067315	83.565642639492	45.08737370718	53.305260954508
143.5156121939	93.634483655163	83.859028858819	45.092315970942	53.302604431421
143.8381885752	93.478376327769	83.796507850838	45.113894898458	53.264502714104
143.94028612275	93.817237414389	83.555625480736	45.077941484115	52.988690808911
143.78038439231	93.844203802586	83.926865805794	45.107149265336	53.305260954508
143.95323841708	93.806920200748	83.896702506813	45.091417296942	53.286670851643
143.92158136745	93.716975290145	83.708660316699	45.105350770519	53.33237262274
