accept all	ip	tcp	tcp src port 80	src net 178.79.150.0/24
122.39697884592	85.376450713236	86.883931871535	46.08579147269	53.699522513632
122.50218776848	94.132722586317	86.127865379619	46.200471698113	53.889958734525
122.62468750625	94.399156177203	86.835355078324	45.751789118566	53.839061734811
122.37985046281	94.363305649666	86.925612400932	46.189393333866	53.304198313498
122.54381020906	94.463728035144	86.959507288688	46.107854186406	53.753642132993
121.98945432373	94.543017306847	86.954290970167	46.225417458254	53.887273125953
124.48396315022	93.935143559312	87.097017535095	46.00148894285	53.874922773382
124.47898807026	94.663085586485	85.66532543906	46.278763531968	53.919518105933
124.53871528819	94.647965499341	86.768857737072	45.730336406082	53.849825564541
124.48147556053	94.63757324097	86.956029673472	46.252943989479	53.240020383897
124.51879984808	94.680101459985	86.821485969833	46.162642541889	53.675979713235
122.84448083721	94.316175368848	86.763652542543	46.262622941018	53.819697681157
124.62863677676	93.93608200046	86.844892661008	46.091305171434	53.907690466932
108.87020321668	62.036334392296	84.700941672242	45.974842453235	53.762762103414
124.4528754233	94.371794102948	84.177984310198	45.776461776602	53.920055849208
122.55850723595	94.637573240968	87.134453529517	46.138224932385	53.355785251773
122.51932299576	94.579875446085	86.719433590821	46.033689663104	53.812170977055
122.18404270206	94.464671172834	86.984902309059	46.289376339797	53.788529320726
122.62591374086	93.590496561649	86.899557385075	46.030007299343	53.932426905544
122.69174982768	94.734025439393	86.157137145142	46.328639856301	53.772958674386
