accept all	ip	tcp	tcp port 5555	portrange 0-6000
101.11066816882	23.75703687615	23.651726165136	16.041522871953	13.034476594794
100.65802641922	23.806643813255	23.63001019423	16.030061965019	13.023346151485
101.24227698716	23.799683137618	23.633201218071	16.002139624194	13.04854412365
101.20324607734	23.816687306923	23.580023848501	16.041743434621	13.044605072646
101.15839771873	23.764456665648	23.625384739997	16.033366314864	13.035277555877
100.94542448159	23.720168067227	23.635435447603	16.045052602627	12.960630970895
100.74784360758	23.747043618082	23.626022626023	16.031824115424	13.015791205788
101.19056751053	23.828685801427	23.644855772478	15.993146084358	13.038336676594
101.18471693568	23.803243904927	23.633201218071	16.029951843481	13.040887040887
101.16132140001	23.793211743833	23.629850665659	16.034908811039	13.049200863448
101.19836932952	23.824955245012	23.628734025964	16.044059708881	13.050222590099
101.17204301075	23.826577082525	23.628095993519	16.034468067562	13.039065250311
101.12332672047	23.801625242256	23.630329257837	16.050460514097	13.051171479549
101.14670468338	23.823333628277	23.601807147674	16.048583886986	13.047960410434
101.12722229713	23.805024688167	23.630967410898	16.03634139469	13.046428411683
101.04256117628	23.806805737878	23.635754657735	16.048252763048	13.04803337173
101.12624837483	23.799844967565	23.631286500354	16.036120980545	13.046793140659
101.18666705212	23.836637405594	23.638947233347	16.007738270826	13.04081415949
101.14767899974	23.800815993472	23.641980979142	16.035019000694	13.044896772643
101.09411945932	23.818956365517	23.623471288572	16.040971491816	13.03192873698
