accept all	ip	tcp	tcp port 5555	portrange 0-6000
14.937023902495	15.954436057324	19.487815062887	14.321156773212	13.774524503843
14.949847518003	16.067591202677	19.543308933148	14.130707555168	13.829384223315
15.003484947854	16.19381792441	19.530223137314	14.206068575882	13.78640639032
14.995771371284	16.094188404398	19.496607733699	14.255712225996	13.743856755802
14.984985679241	15.979346426713	19.534147035679	14.211952152411	13.743371067108
14.96557208825	16.105741223893	19.558707168243	14.266519931524	13.726393562201
15.03228798928	15.984600630223	19.352375265393	14.281188797493	13.778591336388
14.988258266745	16.20618957662	19.575771812081	14.252403464409	13.762987778984
14.917734305076	16.010044734748	19.516828370693	14.300443703577	13.799124778238
14.939892949522	15.921777341085	19.496281937737	14.276470516256	13.805982865528
14.985563090834	16.188425302826	19.550841209196	14.306932028596	13.679399695158
14.862056227151	15.791613654205	19.23528151018	13.964619141092	13.489917676441
14.774167405344	15.777305981149	19.516175437423	14.223560534946	13.788524493293
14.958472761773	16.114861878453	19.409036465265	14.336466742851	13.837421130035
15.034031312415	15.999725730585	19.387105350615	14.232583104605	13.7217119268
14.973254620123	16.052116726057	19.547238092047	14.277169324147	13.856155435738
14.922313457652	15.971690235321	19.513890514978	14.334705311398	13.808106988579
14.976137603491	16.06338803833	19.442998316863	14.215068960476	13.807780157875
14.979983308724	16.14228592775	19.506712812025	14.253970581049	13.87576561255
15.001555809857	16.019277240773	19.528915521484	14.324321669736	13.806636372243
14.919451157914	16.001920149223	19.52989621694	14.281363608544	13.740295835689
14.954254732821	16.145189859404	19.566251320666	14.277344036809	13.873950579114
15.01796931315	16.022797187431	19.447211387806	14.296588569748	13.758605643935
15.004835639694	16.19336840206	19.582343068144	14.28835956157	13.7940672255
14.948123662734	16.111746347391	19.582671746756	14.305879467844	13.866530384245
14.975560918006	16.183709704266	19.425193966235	14.254667187958	13.784777523098
14.998277413549	16.166218650409	19.531530928267	14.289409545739	13.760390621314
14.996735134579	15.994680851064	19.527608080741	14.306581157803	13.868343476607
14.917352835882	16.015099312295	19.575443365045	14.324673411256	13.819392130386
14.95291313152	16.146530487974	19.571174556312	14.175001214949	13.504126300682
14.857135580486	15.700236839272	19.228941079522	13.961611181581	13.751146207791
14.944677144577	16.076890217856	19.556084478713	14.295012068564	13.460658082976
14.898874969672	16.027419465623	19.559035053897	14.285035629454	13.802716259701
14.981522143894	16.1384900545	19.405162663828	14.337700002458	13.85039828104
15.000784293557	16.151671627328	19.538399705262	14.30640572886	13.81857374661
15.011592748421	16.166890684108	19.539381353519	14.293435915027	13.797982426056
14.932244605421	15.997312565129	19.462133849336	14.34563316898	13.856155435738
14.989606218282	16.189548469459	19.531203964109	14.298691112309	13.800593794727
15.022610218377	15.88060107802	19.474478384243	14.167771706132	13.695778748181
14.935303003149	16.135588532231	19.543308933148	14.323090710436	13.81693726981
14.997891814069	16.184383192998	19.580371228141	14.301144860386	13.761364440565
14.973831127995	16.122433186856	19.479030319221	14.160033982644	13.794556504055
15.004642668828	16.107297677886	19.551168831168	14.349514801924	13.844810195678
14.999434330968	16.170027580281	19.587274406111	14.271755351682	13.790643247205
14.941997617919	16.11441672882	19.512258755059	14.294136384798	13.825615016353
14.988065722031	16.147424364049	19.562642521798	14.345280397388	13.86010596593
15.017389401604	16.010923562508	19.533819983927	14.228937996975	13.793088772507
14.881771451166	16.06692739892	19.566579459314	14.253970581049	13.835123917941
14.959239931788	15.856212881042	19.342750091183	14.211605924771	13.623652775021
14.816381992508	15.767284718093	19.446563104206	14.3072829166	13.747257538088
