accept all	ip	tcp	tcp port 5555	portrange 0-6000
130.55138844856	50.745315680509	47.235465587045	21.747006029879	20.181906244594
130.54165034965	50.702533570901	47.291372796991	21.739712116271	20.191336552273
130.54530196649	50.783306636952	47.219024954874	21.844727997828	20.099678705865
130.51609475068	50.773582606576	47.266083292821	21.852706499344	20.065801580545
130.3192873698	50.84793333682	47.233553297437	21.845341521869	20.087566608989
130.51609475068	50.700330262472	47.292139568065	21.852911152942	20.155234812953
130.31079672375	50.806748012089	47.28447297604	21.855571998576	20.195705420587
129.76247057297	50.826225223263	47.285239523385	21.840434294272	20.206723358562
129.77931034483	50.763862299419	47.274893230792	21.849227974569	20.220556503956
129.87200727252	50.73869517191	47.296740716718	21.842683166556	20.216176878292
130.12186326629	50.591285947202	47.192667378572	21.837981507131	20.217928500875
130.55869297624	50.616307016859	47.308631162365	21.791279498697	20.208473343264
130.5465192175	50.58295108691	47.271445472667	21.838185885017	20.207073331255
130.61959584274	50.785959291697	47.065875993384	21.840843145697	20.205848479863
130.35447469368	50.838184543522	46.857946102253	21.857005030021	20.213725116513
130.57939357763	50.804535637149	47.063218019879	21.863558424766	20.18609640472
130.54773649121	50.776676212278	47.068914045039	21.85475320783	20.206548376761
130.56965130051	50.810730772581	47.237760538973	21.777856589545	20.217753324958
130.59279158272	50.820469038576	47.274127018858	21.854343835462	20.168823198928
130.56112800045	50.800996237982	47.307096575382	21.845341521869	20.219680427022
