accept all	ip	tcp	tcp port 5555	portrange 0-6000
15.055565592175	18.747545514438	19.921387835946	21.733435165695	21.591457546821
14.964036527806	18.645379870234	19.975619360693	21.837981507131	21.605451750894
15.045275768244	18.771676347079	19.968439789142	21.820011221246	21.45013972643
15.028608967836	18.797989237264	20.082553015698	21.721296520395	21.593055966834
15.010627074595	18.784369918372	19.869480066077	21.844523497472	21.636302944885
15.051292636359	18.782857878807	19.67447429217	21.765871313173	21.542421388873
15.071513460445	18.940194805195	18.423383021728	20.715102446646	21.619864727138
14.870201376498	18.704265995479	20.028771544325	21.692622341217	21.606652098226
14.909155964475	18.683000256213	20.005418381344	21.81266826204	21.575087375409
14.886138613861	18.596936417106	20.062178660476	21.816339123768	21.567908309456
15.048380647741	18.618600791523	20.009535569733	21.832669024495	21.563922003512
14.914492438672	18.770166350269	20.099159316428	21.829401088929	21.629484065924
14.902871449009	18.609988355957	20.066319247373	21.824909274571	21.596653277308
15.040233070785	18.780136820926	20.077714679057	21.741129994037	21.548787470217
15.038488309144	18.492883182755	19.928874009292	21.822459973066	21.60185150898
15.051292636359	18.649850541089	20.067354661163	21.844523497472	21.487669668674
14.995578633489	18.671040839841	20.058384623319	21.846159607534	21.584666901004
14.812807881773	18.679410822926	19.930576197065	21.804515212679	21.55993717084
14.953679731358	18.605240077182	20.010908342481	21.795553895012	21.605451750894
14.832581141382	18.478531494005	19.862038439931	21.579476935597	21.33950323737
14.691750720915	18.466832333529	19.835024906071	21.625875810936	21.595853771402
14.902110049558	18.739415354963	20.098466838932	21.822868151806	21.565914972274
14.866980134307	18.642996388738	19.965022759163	21.817563018924	21.620666011897
15.048380647741	18.821035650912	20.059074341517	21.708767490324	21.591057978792
14.800593690139	18.677915632754	20.082898700405	21.819603149371	21.577481459562
14.932244605422	18.671339638645	20.064593795143	21.833486161274	21.581871994081
14.870011853023	18.697371794872	20.084627302462	21.826950779189	21.380564056516
14.732564746884	18.569113972402	20.001645780117	21.81307607456	21.584267584267
14.826549414799	18.683598629216	20.069080588286	21.835529270849	21.503114748055
14.977483375696	18.802230387417	20.093620832185	21.85475320783	21.492023726191
14.868495839121	18.660290448468	19.973909470657	21.820011221245	21.60185150898
15.037712989457	18.807382928992	20.105047302304	21.809406310752	21.491627829868
14.917162108601	18.788302360784	20.104354419037	21.820011221245	21.615458722395
15.065869500652	18.774999195391	20.071497385081	21.729387443429	21.436739793481
14.893169430297	18.727383627608	20.099159316427	21.833077585239	21.557148664129
14.950039082021	18.701567659411	19.992734376338	21.817971014493	21.584267584267
15.030157809984	18.78074143232	20.089468971692	21.813891745349	21.562327893696
14.885758758836	18.716868532927	20.086356202118	21.800848328569	21.62106667655
14.995578633489	18.712365677627	20.068735379111	21.821235528457	21.64633852205
15.046245905445	18.774394953656	20.057005329208	21.822868151806	21.591457546821
15.025512240982	18.668053377708	20.056660535318	21.722914222942	21.53327673397
15.021256324754	18.811931634956	20.082898700405	21.819603149371	21.587861966879
14.851840065176	18.457483665817	19.850886446388	21.607852578942	21.323512747875
14.71676883877	18.411753566469	19.890142862014	21.674890391618	21.559937170839
15.040233070785	18.79042051183	20.103315183679	21.81429960362	21.325851322451
14.983446132508	18.80374554773	20.08808539945	21.848205089793	21.582271222184
15.05614845595	18.792236450028	20.080824770658	21.820011221245	21.46553088146
14.855622190814	18.696772539342	19.995132819195	21.696656376688	21.515407453852
14.967107963875	18.798897894075	20.026708778193	21.662012625325	21.596653277308
15.040814747969	18.765034177724	20.033930319213	21.832260479042	21.574289465412
