accept all	ip	tcp	tcp port 5555	icmp
100.33384577426	80.094625248831	58.726706177064	58.666794552081	78.821138952164
100.10111434063	80.208992035308	58.733370578582	58.683680322364	78.745084474221
99.768624675631	80.11168528088	58.752346772151	58.700063688155	78.954228083786
99.856255076406	80.188917110069	58.73234518759	58.744139346051	79.003260363298
100.30719313891	79.592771838139	58.68777530638	58.640206383238	79.100784550392
100.3500346428	79.760826871479	58.554980201036	58.646339975245	79.138413685848
98.367027957389	80.172567191844	57.447084638963	58.370073480294	78.665599679905
100.33670225385	79.927377553565	58.120988571478	58.673445362029	78.989554037766
100.04049693908	80.187430478309	57.613844599339	58.691870861938	79.108018143244
100.29006677796	79.071863402863	58.750294700628	58.369567103323	79.040074557316
100.12102043522	79.121041944866	58.747216862105	58.39945838505	78.904536913731
99.074936514333	79.952494061758	58.60751554851	58.584551620852	78.436638618889
99.408418657566	80.118362924065	58.706209809003	58.713894270206	77.657863080596
100.33194154488	80.178511845179	58.662702495335	58.713381910206	77.386232499887
100.30719313891	80.216429743789	58.705185366152	57.863568344829	79.113082445471
99.71405128592	80.12652599989	58.68265666565	57.63449027113	79.09210598497
100.21212063769	79.886781301369	57.510919643392	58.694942903752	79.157241682223
100.28626171416	79.74318083351	57.838200276802	58.704673158134	78.932615539031
100.26248660541	79.669739641374	58.022749420054	58.702112252109	79.0176932141
100.26248660541	80.013134162697	58.677027192018	58.658611009399	79.094998628509
