accept all	ip	tcp	tcp port 5555	icmp
155.45528060812	173.87481910275	175.5900621118	178.62479093105	172.19276245073
158.89899156885	170.54293825408	178.49210770659	178.85746185337	177.30676996864
158.45367622816	174.56956047948	178.42583998515	178.12824314307	178.39272457313
158.16685864736	174.5378609043	179.12411479687	176.04029304029	178.29345204971
158.34925864909	174.50617283951	178.45896769402	176.6875	177.2087020649
158.32317575358	174.76	178.02926467864	179.05737704918	178.22733172631
158.40145023072	174.34790495193	178.52526002972	178.49210770659	178.26038575667
158.53207982847	174.1268115942	178.45896769402	178.72443287467	178.59160163508
155.7071116151	172.16192011463	174.82357220808	175.686346189	175.52593133674
157.72563176895	175.23792160438	178.79092261905	178.75767156407	177.60162601626
158.95154622127	175.62214507583	169.81978798587	177.56881581378	176.20164986251
158.76775685497	175.55799086758	178.22733172631	177.53601773181	177.40494647471
158.40145023072	174.76	178.29345204971	178.42583998515	177.01289134438
158.08881578947	174.72823123068	178.09523809524	179.49206349206	178.99068901303
158.01084990959	175.11022044088	178.55842467026	179.09073970561	179.45855115758
157.54466480905	174.88719068413	179.09073970561	179.55912572389	179.45855115758
158.1148215167	175.30184205727	179.92886559341	179.05737704918	179.62623808634
157.15827338129	176.233956729	180.40165165165	179.35808919574	179.65981308411
157.90701494989	175.33381977381	179.82787652011	178.99068901304	179.19090231171
158.97783658617	176.6875	180.1311844078	179.72700074794	178.59160163508
159.45255474452	175.75059425855	180.0974330148	178.65799256505	179.29117701921
159.5054762695	175.26987600292	179.86152694611	170.81570996979	177.63444834596
159.37323826895	171.76197283774	178.35962145111	177.11074258338	178.55842467026
158.68912002641	175.11022044088	178.59160163508	179.59267563528	179.15750232991
159.47901111664	174.91901728844	179.99625468165	179.89518996819	179.29117701921
159.05675988747	175.07832422587	179.4250513347	179.79423868313	179.65981308411
157.46723460026	176.3633027523	178.79092261905	179.89518996818	179.72700074794
157.85514862867	173.09202233027	179.25773964939	179.4250513347	178.79092261905
159.08308507117	176.13707165109	179.22431474921	179.82787652011	178.42583998515
158.74153592073	176.13707165109	180.16494845361	177.79874213836	179.39156401642
159.1621129326	173.6235549133	179.65981308411	175.23792160438	179.59267563528
158.29710144928	175.91142020498	179.15750232991	179.35808919575	179.52558834516
158.61056105611	176.20164986251	178.85746185337	179.09073970561	179.79423868313
159.08308507117	175.14212827988	179.92886559341	179.12411479687	179.89518996818
159.2676056338	174.72823123068	180.19872515936	179.45855115758	179.29117701921
157.28685976109	175.75059425855	180.06369426751	179.65981308411	179.15750232991
158.45367622815	175.01456664239	180.36779883656	179.69340063563	178.16126042632
159.34681697613	175.78273591807	179.52558834517	179.82787652011	178.69120654397
159.10941897037	176.39566893008	179.49206349206	177.37220889463	180.40165165165
159.1357615894	175.94362072122	179.99625468165	179.05737704918	179.76061342809
159.13576158941	176.59011574499	179.32462686568	178.69120654397	177.86454478164
158.89899156886	176.33094844982	179.1909023117	179.35808919574	179.9288655934
159.37323826895	175.94362072121	179.89518996818	179.79423868313	179.89518996818
158.97783658617	174.50617283951	169.46050775741	179.05737704918	179.82787652011
153.88728786423	174.56956047948	179.62623808634	178.85746185337	179.62623808634
159.21484180884	175.26987600292	180.23251453216	179.0907397056	179.49206349206
158.8202247191	175.94362072122	175.97583302819	170.6943704493	177.20870206489
158.97783658617	174.91901728845	179.45855115758	178.06224527603	178.32653061224
158.66292505777	175.20597885527	179.79423868313	178.55842467026	178.85746185336
159.26760563381	175.94362072122	179.05737704918	179.22431474921	179.29117701921
