accept all	ip	tcp	tcp port 5555	icmp
147.14941824862	153.96123658498	23.20962016758	23.237114398994	138.10057471264
147.78290282903	153.83802816901	23.440556029752	23.150364893181	138.43871525277
147.51074278699	151.55786818038	23.652828702906	23.325082508251	138.65839584535
147.69207129687	154.01057522833	23.396051894944	23.021172638436	136.99828962372
147.82836050446	153.12729010674	23.746911750173	23.300203626491	138.79855595668
146.56602622751	154.43123393316	23.527770298387	23.290041192149	138.8587113551
147.71476871062	112.33987844787	20.593036957686	23.233182664185	138.63839607673
147.80562817161	154.45605013659	23.539870689655	23.374431555653	138.83865376282
148.23874151758	146.81228043378	23.524891086201	23.249479947753	138.75848130504
141.20464228001	153.96123658498	23.470319634703	23.415430339351	138.91891891892
147.62402088773	154.33204881181	23.591291755639	23.253417200919	138.53848371289
147.0368670644	154.30727243539	23.547367647419	23.360229426919	138.33909038572
148.26160728058	154.08464251363	23.637123745819	23.206818291564	138.43871525277
147.96490147783	154.67975539105	23.509355509355	23.332443257677	138.69841269842
147.55603315935	153.7888	23.640030497553	23.179395664022	136.12519473163
147.2170317047	149.69319420651	23.568153397249	23.213543930831	138.91891891892
148.10169491526	153.91192954364	23.841154876476	23.353418533457	138.81860196418
147.87384615385	154.30727243538	23.761000692178	23.110843952873	135.97114160419
147.46548020865	154.33204881181	23.737528400672	23.396051894944	138.73845265588
148.1701865269	154.50570647806	23.662145195835	23.434840911862	138.69841269841
147.69207129686	154.87914921044	23.701822306611	23.229813664596	135.45377677564
147.96490147784	154.48087431695	23.423989862066	23.339808654266	138.37892312122
147.28470732455	154.50570647806	23.639449090015	23.37102147008	138.65839584536
148.1701865269	154.50570647807	23.43541229824	23.387512774344	138.57843137255
148.53654767424	154.10934744269	23.518559299224	23.396051894944	138.67840138508
147.71476871062	154.58025088454	23.578560039249	23.388081855123	139.0797279699
148.19303114401	153.15168897388	23.545060382627	23.201216568504	138.81860196418
148.01047120419	153.34716017869	23.550252364385	17.728387775052	137.54722381225
147.78290282903	154.28250401284	23.56468655765	23.462298923524	138.59841384283
147.80562817161	154.80431631502	23.496137674782	23.435983712481	139.05960648148
147.60135135135	154.48087431695	23.61563597946	23.521436961629	138.16012649131
148.01047120419	154.50570647806	23.50015892032	23.401748107029	138.53848371289
147.8056281716	154.70465153709	23.578560039249	22.945333015039	138.41877880184
148.39895013124	154.33204881181	23.556023919224	23.225884399768	138.73845265588
147.91935980302	154.45605013659	23.647591398908	23.20962016758	138.69841269841
148.23874151758	153.7888	21.979876514978	20.78227027027	138.45865744741
147.78290282903	154.75446787957	22.76652691916	23.162638263007	137.86288009179
147.91935980302	154.65486725664	23.432555644945	23.239923595832	138.35900388656
148.23874151759	154.62998712998	23.404027368575	23.227006911217	138.45865744743
147.78290282902	154.45605013658	23.564108850208	23.353985956216	139.28126358499
147.78290282904	154.30727243538	23.528922180608	23.38011724356	138.63839607673
147.26214187222	153.96123658496	23.249479947753	23.364772230055	139.24090974938
147.64669738862	154.01057522832	23.422848230822	23.291169913735	138.73845265588
147.39763839903	154.58025088452	23.530074175622	23.409727465354	139.03949081441
146.58837883178	154.50570647806	23.572777437155	23.265236965678	138.73845265588
147.89659947685	154.20824643029	23.602877980503	23.253979774519	139.14012738853
147.73747310175	154.90410958903	23.63421770882	23.246668440274	138.51851851852
148.10169491525	154.65486725664	23.452566855358	23.218029856515	138.10057471264
147.71476871062	154.62998713	23.736356003359	23.216347431222	137.8826567207
148.10169491527	153.78879999999	23.674384236453	23.281015356295	138.79855595668
