accept all	ip	tcp	tcp port 5555	icmp
102.12380832794	72.322191079927	39.596773529097	39.480645373291	58.23215800315
102.11690393865	72.320830668523	39.586662493204	39.416854623744	58.196396598998
102.12775411245	72.256949012385	39.605257736207	39.440468765388	58.241231259306
102.06564340187	72.344645259622	39.608195424276	39.604278603685	58.030255985648
102.14255352036	70.657465518667	39.615051724849	39.565478689685	57.771156752301
102.03707814204	72.319470308297	39.620277166341	39.593837535014	57.966262319939
102.06564340187	72.354856314809	39.633019957117	39.588619064879	58.10091275701
101.72097632311	72.360303389607	39.628117913832	39.482591478944	58.238206526443
101.35044717746	72.309269237641	39.620603802206	39.631058994277	58.222079922466
101.52952360832	72.297031750956	39.596773529097	39.571342703522	58.245264725233
101.56658565404	72.296352012034	39.619950535861	39.639230953225	58.231654016254
102.1553831438	71.81627144605	39.572320208158	39.087929337704	58.195389871556
100.68833506338	71.893488911328	39.634981114025	39.617011103875	58.163695776206
100.59445316588	71.729850746268	39.608195424277	39.540088033239	57.302915283877
102.08239599123	72.337158984008	39.508233108358	39.563850105374	57.379313089505
102.11493142747	72.263060455413	39.498491859328	39.014312039811	58.220568511227
102.06958469291	72.271210654436	39.403927356209	39.018429812454	58.162187394645
102.10112598258	72.330354623271	39.010511790252	39.528055139741	58.227622435115
102.10901435111	72.341922798303	39.033958463625	39.480321041001	58.150123158032
102.09915408088	71.232155925484	39.624523852711	39.621910399525	58.235686155711
