accept all	ip	tcp	tcp port 80	tcp port 81	portrange 0-6000	host 178.79.150.233	host 178.79.150.234	net 178.79.150.0/24	net 178.79.151.0/24
117.2994011976	126.38064516129	98.934343434343	26.760928961749	101.49740932642	30.655712050078	40.556935817805	136.98601398601	27.944365192582	131.46979865772
118.72121212121	127.2012987013	132.35810810811	30.136923076923	110.05056179775	19.907520325203	17.938644688645	131.46979865772	26.724420190996	138.92907801419
124.77070063694	135.09655172414	139.92142857143	46.200471698113	134.17123287671	43.725446428571	34.918003565062	140.92805755396	24.954140127389	136.98601398602
124.77070063694	132.35810810811	137.95070422535	19.968399592253	114.55555555556	18.004595588235	40.30658436214	141.94927536232	41.327004219409	142.98540145986
113.23121387283	137.95070422535	142.98540145986	39.896130346232	133.25850340136	32.378512396694	20.009193054137	138.92907801418	16.84350816853	136.03472222222
126.38064516129	130.59333333333	132.35810810811	36.89077212806	135.09655172414	43.338495575221	46.863636363636	144.03676470589	31.143084260731	142.98540145985
126.38064516129	136.98601398601	141.94927536232	25.808959156785	131.46979865772	19.223748773307	21.693244739756	136.03472222222	40.641078838175	123.98101265822
127.2012987013	137.95070422536	141.94927536232	50.748704663212	127.2012987013	31.646203554119	32.92268907563	142.98540145986	19.223748773307	137.95070422535
118.00602409639	81.620833333332	78.043824701195	17.019113814075	84.800865800865	33.542808219178	36.89077212806	79.955102040816	29.237313432836	71.75457875458
127.2012987013	138.92907801418	144.03676470589	37.24144486692	133.25850340136	19.766902119072	17.695573622403	139.92142857143	34.127177700348	134.17123287671
126.38064516129	138.92907801418	144.03676470589	50.487113402062	136.98601398602	37.100378787879	35.551724137931	146.18656716418	28.06446991404	134.17123287671
127.2012987013	138.92907801418	139.92142857143	20.861554845581	131.46979865772	16.989592367736	37.455066921606	147.28571428571	41.678723404255	135.09655172414
127.2012987013	138.92907801418	144.03676470589	50.748704663212	136.98601398602	33.832469775475	29.457142857143	142.98540145986	19.223748773307	118.00602409639
113.23121387283	133.25850340136	138.92907801419	17.304770318021	133.25850340136	41.502118644068	47.088942307692	147.28571428571	41.856837606838	147.28571428571
127.2012987013	133.25850340136	144.03676470589	36.20887245841	133.25850340136	25.673656618611	20.029652351738	146.18656716418	17.971559633027	145.10370370371
127.2012987013	137.95070422535	144.03676470589	48.9725	136.98601398601	44.218961625282	45.875878220141	147.28571428571	30.6078125	145.10370370371
127.20129870131	136.98601398601	144.03676470589	25.707349081365	133.25850340135	19.186092066601	19.948065173116	128.875	40.895615866388	146.18656716418
112.58045977012	138.92907801418	144.03676470589	50.617571059432	135.09655172413	41.067085953879	34.127177700348	146.18656716418	22.310933940774	146.18656716418
127.2012987013	137.95070422536	139.92142857143	20.009193054137	136.03472222223	20.817215727949	45.983568075118	147.28571428572	41.856837606838	147.28571428571
127.20129870131	138.92907801418	144.03676470589	45.344907407407	136.03472222222	33.600343053173	22.059684684685	142.98540145986	18.515122873346	146.18656716418
127.2012987013	137.95070422535	137.95070422535	24.48625	136.03472222222	43.628062360803	47.202409638554	147.28571428571	35.042933810376	146.18656716417
124.77070063695	138.92907801418	142.98540145986	40.141393442623	135.09655172413	19.927772126145	18.727533460803	141.94927536232	24.796202531645	142.98540145984
127.2012987013	138.92907801418	142.98540145986	50.228205128205	136.98601398601	44.218961625281	37.38358778626	147.28571428572	31.044374009508	147.28571428572
127.2012987013	137.95070422536	140.92805755396	20.773064687169	132.3581081081	17.50580875782	31.697411003237	148.40151515151	41.590233545648	146.18656716418
127.2012987013	137.95070422535	145.10370370371	51.013020833332	136.98601398602	32.812395309883	32.165845648604	146.18656716417	19.452830188679	145.10370370371
127.2012987013	138.9290780142	136.03472222222	17.552867383512	131.46979865772	36.275925925926	46.976019184652	147.28571428572	41.946466809421	147.28571428571
126.38064516129	138.92907801418	145.10370370371	37.455066921606	136.03472222222	28.389855072464	20.070696721311	146.18656716418	16.930855661193	145.10370370371
