accept all	ip	tcp	tcp port 80	tcp port 81	portrange 0-6000	host 178.79.150.233	host 178.79.150.234	net 178.79.150.0/24	net 178.79.151.0/24
51.822751322751	51.280104712042	46.419431279621	23.773058252427	9.1324009324009	30.183359013867	43.434589800443	9.8437185929648	42.958333333333	10.31
55.492917847026	54.717877094972	51.146214099217	28.513828238719	9.2663197729423	28.47238372093	41.767590618337	11.029842342342	45.135944700461	10.998877035373
58.825825825826	58.649700598802	55.33615819209	29.952599388379	10.035348360656	26.760928961749	39.896130346232	11.04850535815	45.240184757505	11.342790966995
61.600628930816	61.407523510972	57.955621301774	28.977810650887	10.675204359673	34.067826086957	45.983568075117	12.366792929293	44.826086956522	12.121905940594
61.990506329115	61.407523510972	57.955621301775	26.579375848033	11.193714285714	35.746350364964	50.228205128206	13.111780455154	50.357326478149	12.8875
64.864238410597	63.190322580646	62.385350318471	28.892330383481	11.092298980747	35.042933810376	50.880519480518	12.87902695595	50.228205128205	13.015946843854
67.085616438356	66.179054054053	64.016339869281	30.323529411765	12.106922126082	36.821428571429	52.943243243242	13.380464480874	52.377005347594	13.200134770889
66.403389830511	67.548275862069	64.226229508197	31.392628205128	11.959096459096	37.100378787879	53.521857923497	13.547026279392	45.032183908047	13.050632911392
69.711743772245	70.21146953405	68.017361111112	34.732269503546	12.054769230769	38.63708086785	55.180281690142	13.289687924016	55.025280898877	13.426319396847
71.232727272728	70.464028776978	67.782006920416	35.746350364963	12.589331619537	40.725571725572	58.300595238095	14.174384949349	57.784660766961	13.795070422535
74.200757575757	73.642857142856	71.232727272728	38.63708086785	12.573170731707	40.810416666666	58.300595238097	13.775668073136	57.955621301774	14.012160228898
77.122047244097	76.819607843136	74.200757575757	40.810416666667	13.059333333333	42.308855291576	60.83540372671	14.467503692762	59.003012048193	14.371973587674
77.426877470359	76.819607843136	73.093283582088	40.810416666667	12.981444665341	42.584782608695	60.647058823529	14.277696793003	62.385350318472	15.056879323597
80.282786885243	78.987903225807	77.122047244097	42.126881720429	13.537664132688	43.628062360803	63.190322580644	15.874392220421	61.407523510972	16.109375
80.282786885248	77.734126984126	74.76717557252	34.306479859895	14.607755406413	43.725446428574	62.987138263664	16.419949706622	63.807817589576	15.887266828873
83.00423728814	80.946280991729	78.043824701203	37.170777988615	14.999234303216	45.555813953487	65.296666666668	16.502948609941	62.987138263664	16.489057239057
83.004237288131	80.946280991738	78.043824701195	37.312380952381	15.173508907823	45.55581395349	65.734899328861	16.65731292517	66.403389830511	16.447523089841
86.676991150441	85.916666666675	82.654008438813	42.126881720431	14.964858670741	47.661800486619	68.017361111109	16.475189234651	66.629251700683	16.149216817807
84.800865800873	80.946280991729	83.00423728814	44.020224719101	14.773001508296	46.863636363636	68.017361111109	16.530801687764	69.711743772241	16.945501730104
89.857798165139	88.638009049774	85.916666666664	45.55581395349	15.197051978278	49.467171717174	70.464028776978	16.502948609941	69.711743772248	16.351419031719
86.676991150441	89.04090909091	86.295154185031	46.976019184652	15.197051978278	49.467171717171	70.464028776978	16.600847457627	72.018382352943	17.366134751773
92.838862559247	91.967136150239	88.638009049774	48.972499999999	15.696314102564	50.617571059432	72.821561338292	17.259030837004	72.018382352943	17.335398230089
92.838862559234	91.967136150239	89.04090909091	48.607940446652	15.621212121212	51.146214099217	72.821561338285	18.256290773532	72.018382352943	18.515122873346
95.092233009703	94.632850241553	89.857798165139	40.895615866388	17.505808757819	52.80053908356	73.920754716977	19.337611056269	73.367041198497	19.07400194742
96.024509803917	93.280952380945	90.271889400924	42.677559912853	17.412444444445	48.972499999999	75.053639846748	19.204901960784	74.482889733837	18.62072243346
95.556097560971	95.092233009716	90.271889400924	42.864332603938	17.584380610413	54.565459610028	76.819607843136	19.036929057337	76.819607843144	18.727533460803
98.934343434355	97.944999999997	94.63285024154	50.228205128205	16.84350816853	54.565459610028	77.734126984126	18.585388994307	76.819607843144	18.727533460803
98.934343434342	98.437185929646	94.177884615391	49.844783715012	16.960173160173	54.413888888889	74.482889733837	19.036929057337	79.307692307693	19
