accept all	ip	tcp	tcp port 80	tcp port 81	portrange 0-6000	host 178.79.150.233	host 178.79.150.234	net 178.79.150.0/24	net 178.79.151.0/24
47.661800486618	44.723744292237	30.044478527607	14.499629903775	7.4004533434076	10.651984774334	29.906870229008	6.9538516151935	27.056629834254	6.797015961138
52.800539083556	50.09974424552	34.366666666669	17.792007266123	8.0746084089034	11.123793299262	31.09365079365	6.6606596395782	28.064469914041	7.1051867972434
63.600649350655	55.336158192096	37.030245746692	18.154772937905	8.2793744716822	11.017435320585	29.324850299401	7.7981687898087	29.952599388377	7.876558102131
66.403389830523	58.127596439164	38.94433399603	18.290382819794	9.2053571428575	12.366792929293	34.732269503546	7.3066020141737	31.242424242422	8.0085854456253
68.254355400688	62.187301587311	40.810416666664	19.806875631951	9.7409249129787	12.981444665341	35.943119266054	8.7568171658469	33.201694915255	8.6523851590109
72.551851851854	65.07973421927	42.677559912845	20.883795309169	9.9184810126579	13.500344589938	38.110894941633	9.0188766114182	34.306479859896	7.6579358874119
75.342307692329	66.856655290105	44.520454545455	22.134463276838	10.397558386412	14.072557471264	39.815040650412	9.0984672549932	36.009191176471	8.8758495695516
75.633204633202	67.085616438366	43.823266219231	24.425187032417	10.447466666667	14.607755406414	41.153361344535	9.3952038369304	32.92268907563	9.2488196411706
78.670682730941	70.464028776978	46.419431279617	23.516206482594	9.0564031437817	15.220668220668	42.864332603935	9.7506222000999	38.944333996021	9.5602733040509
80.282786885275	73.093283582077	48.487623762381	25.741130091984	10.876735147141	15.327856025039	44.520454545455	10.149740932643	40.556935817804	9.9134615384617
84.435344827623	75.633204633202	50.228205128205	26.907967032965	11.251579551982	15.810330912026	44.520454545455	9.6879327398611	28.431059506534	10.170820353063
87.843049327365	78.356000000009	51.550000000009	27.904558404559	11.482415005862	16.365079365079	45.662004662003	10.492233529726	42.036480686688	10.486616702356
91.111627906944	76.22178988325	53.086720867215	27.131578947368	12.174642635177	16.814592274679	47.661800486612	11.49589201878	42.864332603935	10.919175027871
89.04090909091	81.28215767637	53.230978260865	25.808959156787	12.678964401294	16.989592367735	32.432119205301	10.757276221856	38.713438735177	11.349362688297
92.400943396231	83.004237288131	54.717877094977	26.76092896175	13.050632911393	17.42793594306	49.218592964823	11.52294117647	46.309692671388	11.415501165502
96.497536945782	86.295154185031	57.277777777786	28.472383720929	13.164650537635	18.054377880184	50.748704663213	11.556932153392	46.309692671388	11.187321530554
96.975247524735	86.295154185031	57.614705882352	29.3688155922	13.380464480875	15.861538461539	41.327004219412	11.981039755351	47.778048780485	11.694925373134
99.436548223349	89.447488584487	59.181268882181	30.897476340693	13.362210095498	18.620722433459	52.517426273465	12.106922126082	49.218592964823	11.973716381418
102.56020942412	91.967136150227	61.024922118377	32.539867109635	13.795070422535	19.167318982386	54.113259668512	12.296924042687	49.218592964823	12.032555282556
103.09999999999	91.967136150275	61.024922118377	32.271828665567	14.052367288379	19.766902119072	55.650568181815	10.657780195865	50.357326478153	12.343415248897
103.09999999999	92.838862559259	62.385350318464	32.867449664433	14.08267433501	19.707243460766	55.492917847018	13.02460106383	51.414698162719	13.417123287671
108.22651933702	95.556097560971	64.650165016514	30.465007776047	15.268121590024	20.257497414684	57.110787172015	13.717787114846	51.686015831132	13.29871011541
108.8277777778	96.024509803878	63.807817589588	31.192675159238	15.220668220668	20.707188160676	58.300595238095	14.052367288379	53.521857923501	11.694925373134
78.670682730941	96.02450980393	66.179054054038	33.314625850338	15.303906249999	20.77306468717	58.825825825821	13.472489683631	53.521857923501	12.964262078094
115.2294117647	102.02604166668	68.017361111096	35.811700182818	15.291959406714	21.43216630197	60.088957055206	13.746666666667	55.025280898873	13.453983516483
114.55555555561	102.56020942406	68.254355400714	35.746350364957	15.268121590024	21.455640744796	60.273846153842	13.65087108014	56.452449567726	13.756320224719
118.00602409639	105.31720430113	69.9607142857	37.52681992337	15.708901363272	20.751059322033	41.153361344535	13.244759972955	56.452449567726	13.612925642807
118.00602409639	105.31720430106	69.9607142857	37.526819923378	15.608764940239	21.960762331838	61.990506329117	14.102951763859	56.452449567726	14.340409956076
116.60119047623	103.09999999999	68.975352112688	34.06782608695	16.544763513514	21.741398446173	53.230978260865	14.840151515152	55.968571428578	14.478196600147
118.00602409639	105.31720430106	68.975352112688	33.832469775475	16.516863406408	22.010112359552	61.990506329117	14.806500377928	56.452449567726	14.414275202355
118.00602409639	104.1968085106	69.960714285728	33.542808219176	13.612925642808	21.862723214286	61.794952681386	14.542687453601	56.452449567726	13.902767920511
118.72121212123	105.31720430106	69.464539007091	36.683520599256	15.797580645161	22.010112359549	61.794952681386	14.113112391931	56.452449567726	13.952279202278
118.00602409639	105.31720430106	69.9607142857	36.275925925927	15.784850926673	22.010112359549	61.990506329095	14.113112391931	56.452449567726	13.727400140155
104.1968085106	105.31720430106	69.9607142857	37.526819923378	15.583929992044	22.010112359552	61.990506329117	14.08267433501	50.357326478153	11.611736810907
116.60119047623	105.31720430106	70.211469534043	37.52681992337	15.621212121212	21.936170212765	61.990506329117	13.992142857143	56.452449567726	13.78536242083
118.00602409639	103.64550264551	69.960714285728	37.455066921602	15.621212121212	21.985409652077	61.990506329117	14.684407796101	55.809116809118	14.553491827637
115.91124260349	105.31720430106	68.975352112688	32.867449664427	16.671489361702	22.010112359552	61.215624999981	14.840151515152	56.452449567726	14.424889543447
118.00602409639	103.64550264551	69.960714285728	33.832469775475	16.544763513512	19.786868686868	41.067085953883	14.308984660335	55.968571428578	14.123287671233
118.00602409639	104.75401069522	69.711743772248	34.670796460175	16.122633744856	22.010112359549	61.794952681386	14.153901734105	56.452449567726	13.82427664079
118.72121212115	105.88648648649	69.9607142857	36.683520599249	15.772141706925	21.985409652077	61.990506329117	14.153901734104	55.968571428578	13.85360678925
118.72121212115	105.31720430113	69.9607142857	36.752345215759	15.683746997599	22.010112359549	61.990506329117	13.982155603141	56.452449567726	13.698601398601
118.00602409639	105.31720430106	69.9607142857	24.954140127391	14.706456456456	21.887150837989	61.990506329117	14.012160228898	56.452449567726	13.804792107117
118.00602409639	105.31720430113	69.464539007091	37.52681992337	15.633679169993	22.010112359552	61.990506329095	14.102951763859	56.452449567726	14.298540145986
118.00602409639	105.31720430106	68.975352112661	34.246503496509	16.392468619246	21.936170212768	61.990506329095	14.999234303216	56.452449567726	14.403676470588
118.72121212123	104.19680851066	70.211469534071	33.832469775475	16.544763513514	21.887150837987	58.649700598812	14.795317220544	42.864332603935	12.159528243327
117.29940119758	105.31720430106	69.219081272104	33.774137931033	16.544763513514	22.010112359549	61.794952681386	14.521126760563	56.452449567708	13.873229461757
118.00602409639	105.31720430106	69.711743772248	36.614953271024	15.835893290219	21.985409652077	61.794952681386	14.205221174764	55.968571428578	13.863411181883
118.72121212123	105.31720430113	69.9607142857	36.343228200374	15.772141706923	21.960762331838	61.990506329117	14.153901734104	56.452449567708	13.708187543738
118.00602409639	105.31720430106	70.211469534043	37.52681992337	15.559173947577	18.071033210333	50.09974424552	13.992142857143	56.290229885055	13.78536242083
117.29940119766	105.31720430106	69.464539007091	37.52681992337	15.621212121212	22.034870641172	61.990506329117	14.012160228898	56.452449567726	13.717787114846
