accept all	ip	tcp	tcp port 80	tcp port 81	portrange 0-6000	host 178.79.150.233	host 178.79.150.234	net 178.79.150.0/24	net 178.79.151.0/24
120.91975308642	128.875	98.437185929648	25.606535947712	83.35744680851	26.118666666667	18.926570048309	127.2012987013	31.192675159236	130.59333333333
124.77070063694	135.09655172414	140.92805755396	22.911111111111	97.945000000001	24.27385377943	36.142066420664	129.72847682119	18.037753222836	123.98101265823
120.17791411043	133.25850340136	134.17123287671	36.20887245841	109.43575418994	25.707349081365	22.698725376593	134.17123287671	34.008680555556	132.35810810811
126.38064516129	136.98601398601	142.98540145986	20.973233404711	102.56020942408	26.651700680272	34.670796460177	113.88953488372	18.37617260788	132.35810810811
126.38064516129	136.98601398601	144.03676470588	43.921524663677	108.82777777778	24.764854614412	18.981589147287	97.457711442786	31.955954323002	128.875
106.46195652174	133.25850340136	138.92907801419	20.299481865285	105.88648648649	31.800324675325	30.51246105919	129.72847682119	18.62072243346	130.59333333334
126.38064516129	136.98601398602	144.03676470588	39.256513026052	100.45641025641	20.383975026014	25.775	130.59333333333	31.093650793651	127.2012987013
105.88648648649	134.17123287671	139.92142857143	19.375865479723	104.75401069519	37.671153846154	27.944365192582	131.46979865772	20.641728134879	132.35810810811
119.44512195122	86.676991150441	101.49740932643	36.89077212806	81.620833333332	18.817483189241	33.201694915254	86.295154185023	27.282729805014	74.767175572518
127.2012987013	136.03472222222	137.95070422535	20.906083244397	108.22651933702	34.487676056338	26.364737550471	101.49740932643	19.375865479723	99.436548223349
123.20125786162	138.92907801424	145.10370370371	43.33849557522	113.88953488375	22.209750566892	22.438717067586	136.03472222219	32.812395309879	125.57051282048
126.38064516128	120.91975308642	144.03676470586	26.153538050734	112.58045977011	22.361872146119	40.306584362141	136.03472222219	23.658212560388	124.77070063697
126.38064516128	139.9214285714	137.95070422538	23.2648456057	111.93714285719	37.671153846148	26.471621621619	134.17123287673	20.257497414686	120.17791411041
