portrange 0-6000	portrange 0-5	host 178.79.150.233	host 178.79.150.234	net 178.79.150.0/24	net 178.79.151.0/24
28.266955266955	8.3535181236674	37.889748549323	10.170820353063	41.24	10.51476113795
28.977810650888	9.0858070500928	38.790099009901	8.2619148038802	40.38969072165	11.005056179775
30.370542635659	8.8238738738739	36.614953271028	11.161823361823	44.020224719101	11.646254458977
31.595161290322	9.943654822335	41.767590618337	11.973716381418	47.430992736077	10.769103903244
33.258064516129	10.846622369878	47.894865525672	11.701911589008	47.430992736078	9.8190476190476
33.600343053173	10.543057050592	50.228205128205	12.235477826359	49.844783715013	12.235477826359
35.105734767025	10.913091922006	49.592405063291	12.296924042687	49.844783715012	12.220212102308
35.811700182816	11.556932153392	52.943243243244	12.828421741978	52.377005347594	12.761563517915
37.170777988615	11.382335851249	52.800539083558	12.524936061381	52.377005347594	10.36455026455
38.259765625	12.00306372549	55.336158192089	13.371331058021	54.565459610028	13.398768809849
38.867063492063	11.951799877974	55.336158192091	13.46323024055	54.263157894737	13.679469273743
40.059304703476	13.041944074567	56.615606936416	14.350915750916	56.290229885057	14.586001489203
40.141393442623	13.02460106383	57.784660766961	14.575148809524	56.290229885057	14.002144388849
40.556935817806	10.646195652174	59.181268882176	15.161764705882	59.360606060607	14.930640243903
41.856837606838	13.325850340136	59.905198776757	14.651458489155	59.541033434651	14.308984660336
42.217672413794	12.93857331572	59.360606060607	15.280031201248	61.794952681388	15.351880877743
43.823266219239	13.528314917127	62.38535031847	15.185271317829	61.794952681388	14.919268849962
43.921524663677	13.500344589938	62.385350318472	11.9957134109	63.190322580644	12.151985111663
43.242825607063	13.98215560314	65.07973421927	15.596337579618	64.226229508197	15.772141706924
45.55581395349	14.022190408017	64.864238410597	16.351419031719	64.226229508197	16.586790855207
45.135944700462	15.375981161695	66.17905405405	17.183333333333	65.734899328861	16.989592367737
44.319004524887	15.208850931677	66.403389830511	16.64316057774	64.864238410597	16.930855661193
47.316425120773	15.091679506934	67.316151202746	16.324166666667	69.21908127209	13.307744565217
43.14757709251	15.138330757342	69.464539007091	16.84350816853	68.975352112674	16.901639344262
48.850374064836	15.1033153431	69.711743772241	16.685689948893	68.975352112681	16.84350816853
48.367901234569	15.412273800157	72.018382352935	17.412444444444	71.492700729928	17.198419666374
50.748704663213	15.571542130366	72.018382352943	17.459001782531	71.232727272728	17.366134751773
50.617571059432	16.162541254126	72.018382352943	18.497639282342	71.232727272728	18.62072243346
51.686015831132	16.829037800687	61.024922118382	14.44616519174	73.367041198497	18.67397521449
51.822751322749	16.829037800687	73.367041198505	18.727533460803	72.551851851846	18.532639545885
52.517426273461	16.324166666667	74.200757575754	18.171614100186	76.221789883275	18.515122873346
54.113259668508	16.872523686477	76.819607843136	18.727533460803	76.221789883266	18.799424184261
54.113259668512	14.953435114504	76.221789883266	18.341760299626	74.767175572516	18.44538606403
53.964187327823	16.558748943364	73.920754716977	19.055447470817	78.356	18.92657004831
55.968571428573	13.271680216802	67.085616438359	18.944874274661	78.356	19.452830188679
55.809116809118	18.121184088807	79.307692307693	20.341640706126	77.122047244102	20.174047373841
54.113259668508	18.087719298246	81.620833333337	20.685322069694	80.946280991738	20.512041884817
56.779710144926	18.515122873346	80.613168724282	13.472489683632	52.377005347592	12.870565045992
41.067085953878	12.540973111396	65.734899328861	13.992142857143	65.515050167219	19.569430569431
60.647058823531	18.871868978805	86.676991150452	21.131607335491	85.916666666664	20.839361702128
60.83540372671	15.388059701493	85.916666666664	20.839361702128	85.541484716155	20.685322069694
60.088957055216	18.763409961686	86.676991150441	20.950802139038	85.541484716155	20.707188160676
62.38535031847	19.111219512195	89.04090909091	21.789766407119	87.450892857153	22.413043478261
61.794952681386	20.469174503658	86.676991150441	22.911111111111	86.676991150441	22.516091954023
62.38535031847	20.132579650565	89.04090909091	22.646242774566	88.238738738739	22.413043478261
61.990506329117	19.68743718593	85.541484716155	22.777906976744	90.271889400924	22.159502262444
64.016339869281	19.927772126145	91.537383177562	22.059684684685	90.271889400924	19.337611056269
45.450116009279	18.585388994308	91.111627906968	22.084554678693	90.271889400912	21.960762331838
64.226229508197	19.826923076923	91.111627906968	22.109480812641	86.29515418501	22.567972350231
65.734899328855	20.236570247933	93.727272727266	22.516091954023	92.838862559234	22.234960272417
65.956228956231	20.132579650565	93.727272727266	23.45988023952	92.838862559259	23.947432762837
64.437500000006	21.455640744796	92.400943396231	23.773058252427	91.537383177574	23.889024390243
65.734899328855	21.131607335492	93.280952380933	23.801944106927	91.537383177574	23.801944106925
66.17905405405	21.108836206896	93.727272727291	22.85764294049	92.400943396207	22.672453703704
65.734899328855	14.340409956076	92.838862559234	22.464449541285	92.400943396207	22.751451800232
65.734899328855	20.341640706127	93.280952380958	22.516091954022	92.838862559259	21.862723214286
59.541033434656	14.618656716418	50.228205128205	13.795070422535	78.670682730924	20.906083244398
61.990506329117	19.530408773679	87.843049327343	20.663502109705	86.676991150441	21.936170212765
51.280104712043	18.62072243346	86.29515418501	22.804423748545	84.435344827583	23.516206482594
50.617571059428	19.746975806452	57.955621301774	21.154427645789	90.271889400912	21.063440860215
61.407523510969	20.707188160676	89.447488584465	23.073027090695	79.307692307693	15.388059701493
61.407523510969	20.817215727948	93.727272727266	22.804423748545	92.838862559234	22.184597961494
65.734899328855	20.426485922837	93.727272727266	22.751451800234	92.400943396207	22.777906976745
65.515050167225	20.153292181069	93.727272727291	20.663502109705	86.29515418501	21.502744237102
64.016339869287	19.746975806452	91.111627906968	22.010112359551	90.271889400935	22.034870641169
65.07973421927	19.786868686868	93.727272727266	22.620092378752	92.838862559259	22.777906976745
65.956228956231	21.177297297297	93.727272727266	23.516206482592	90.689814814817	23.320238095238
63.600649350655	21.338779956426	93.280952380958	23.947432762835	91.537383177574	19.414271555996
48.367901234569	21.108836206897	89.857798165139	23.601204819277	91.967136150227	23.073027090695
65.734899328855	20.512041884817	93.727272727266	22.751451800232	92.400943396231	22.159502262444
61.407523510969	20.383975026015	93.727272727266	22.831002331002	92.838862559259	22.857642940489
65.734899328867	20.21568627451	93.727272727266	22.413043478261	92.838862559234	22.542002301496
65.956228956231	20.153292181069	94.177884615366	22.777906976745	92.838862559234	22.034870641169
62.1873015873	20.299481865285	93.727272727266	22.646242774566	92.400943396231	23.100235849056
65.956228956231	21.573788546255	91.967136150227	24.183950617285	76.819607843136	23.976744186046
65.734899328855	14.806500377929	92.838862559234	23.744242424242	92.838862559259	23.073027090695
61.40752351098	20.950802139037	93.727272727291	23.237247924081	92.838862559234	22.646242774566
65.734899328855	20.278467908902	93.280952380958	22.646242774566	92.400943396231	22.567972350231
65.296666666674	20.278467908902	93.727272727266	22.725058004641	92.838862559234	22.010112359551
52.377005347588	20.194845360824	93.727272727291	22.310933940775	75.342307692313	14.133477633478
40.981171548119	15.608764940239	91.111627906968	22.542002301496	92.400943396231	22.034870641169
65.956228956231	20.469174503656	91.967136150251	21.086114101184	64.016339869275	18.799424184261
44.119369369369	20.153292181071	90.689814814794	23.715496368039	92.400943396231	23.744242424243
65.296666666674	21.292391304347	93.727272727291	23.488009592326	93.280952380958	22.911111111111
66.179054054062	20.341640706127	93.727272727266	22.777906976743	92.838862559259	22.310933940775
61.60062893081	20.299481865285	93.280952380933	22.698725376593	92.838862559259	22.310933940775
66.17905405405	20.111909650925	93.280952380958	22.387428571428	92.838862559259	22.490241102181
66.179054054062	20.132579650565	93.727272727266	22.438717067583	92.838862559234	21.621412803532
61.990506329106	21.040816326532	93.727272727266	24.124384236454	92.838862559234	23.859926918392
65.296666666674	14.964858670741	89.04090909091	23.744242424243	91.537383177574	23.744242424242
66.179054054062	21.086114101184	92.400943396231	23.320238095238	92.838862559234	22.134463276837
62.187301587311	20.405208333333	93.727272727291	22.831002331003	92.400943396207	22.884345794392
66.17905405405	20.341640706127	93.727272727291	22.387428571428	92.838862559259	22.361872146118
61.215625000002	20.153292181069	93.280952380958	22.646242774566	92.838862559259	21.936170212765
61.990506329117	20.21568627451	94.177884615366	22.464449541285	92.838862559234	23.18224852071
65.515050167225	21.108836206896	91.967136150251	24.303970223324	91.537383177574	23.801944106925
65.515050167225	21.200216450216	76.819607843136	16.814592274678	92.400943396231	22.93793911007
59.181268882171	20.906083244398	91.111627906968	22.93793911007	92.838862559259	22.672453703704
65.956228956231	20.299481865285	94.177884615391	22.85764294049	93.280952380958	22.884345794392
65.956228956231	20.153292181069	93.727272727266	22.594002306806	92.838862559234	22.010112359551
