portrange 0-6000	portrange 0-5	host 178.79.150.233	host 178.79.150.234	net 178.79.150.0/24	net 178.79.151.0/24
56.291914868141	75.936976720951	56.376292832089	93.263262434	45.082432526675	92.24330822567
56.707727322639	77.528248898128	56.710557840514	93.621376793481	45.284361984097	92.613367850789
56.531934652793	77.359530903201	56.671521632865	93.72071955093	45.133693733231	92.57080485953
56.489063840827	77.600712461084	56.868075300033	94.332194381169	45.318229410767	92.668376614303
56.70263310243	77.689087131126	56.620685530893	93.925760179007	45.168383541954	92.37509491268
56.789359511361	77.654178357814	56.85162763793	93.656172956572	45.216225668492	92.506110101635
56.664173000579	77.758221431214	56.828390274053	93.877934084805	45.254600493906	92.80916778282
56.860701033396	77.158284097612	56.774602984239	93.704808508514	45.191389280043	92.058898655997
56.608813471192	77.291529317751	56.770631383287	93.322876404494	45.036235143591	91.985513038265
56.532499176162	77.512755178513	56.436691888228	93.474643612985	45.123342175066	92.46008
56.590705531898	77.579037149356	57.037323627661	93.724464110914	45.238827904745	92.739645029514
56.788224121558	77.749670079181	56.796172803711	93.591432026947	45.219388621851	92.461800219539
56.773468184407	77.255259242988	56.733212159949	93.963304952634	44.066436712658	92.356640562571
55.851957451474	77.75122473056	56.717918509569	93.919192928132	45.160720166868	91.437654302478
56.740011985618	77.846671525995	56.711690126785	92.994742996492	44.382259883622	92.655043449565
56.791630427177	77.419922752178	56.800715906932	92.678551109425	45.0581915222	92.563406593407
56.754750534497	77.715483471239	56.002139144341	93.828495145146	45.075696298362	92.497798764114
56.709991714334	76.487437336475	56.841423528709	94.085724841731	45.291582786868	92.656355090757
56.462584151997	77.703835816273	56.956146836657	94.251212841143	45.03668532587	91.5072316215
57.419401794616	77.608456579446	57.047563006773	90.662618205082	44.495173197047	92.549538031263
