portrange 0-6000	portrange 0-5	host 178.79.150.233	host 178.79.150.234	net 178.79.150.0/24	net 178.79.151.0/24
29.546003016591	70.464028776978	45.032183908046	128.875	28.226224783862	130.59333333333
12.235477826359	110.05056179775	40.556935817805	136.03472222222	51.280104712042	136.98601398601
27.019310344828	121.67080745342	24.065110565111	110.67231638418	14.662425149701	100.45641025641
22.490241102181	119.44512195122	56.452449567723	136.03472222222	33.832469775475	134.17123287672
12.646223369916	113.88953488372	28.145114942529	137.95070422535	51.686015831135	140.92805755396
29.020740740741	125.57051282051	28.892330383481	139.92142857143	20.447807933194	133.25850340136
21.717294900222	126.38064516129	61.215625000001	140.92805755396	39.653846153846	115.91124260355
15.080061585835	86.676991150442	20.729100529101	134.17123287671	49.844783715013	117.2994011976
29.150297619048	73.642857142856	29.590634441088	70.21146953405	17.631863186319	66.403389830509
19.766902119072	128.03267973856	61.794952681388	146.18656716418	41.414376321353	134.17123287672
16.945501730104	128.03267973856	20.091282051282	142.98540145986	50.357326478149	133.25850340136
35.295495495496	128.03267973856	43.052747252747	140.92805755396	24.243811881188	132.35810810811
13.892907801418	125.57051282052	60.647058823529	146.18656716418	53.23097826087	120.17791411043
22.831002331002	117.2994011976	22.209750566893	138.92907801418	19.707243460765	140.92805755396
35.042933810376	128.875	56.12893982808	146.18656716418	38.485265225933	144.03676470588
13.650871080139	120.91975308642	28.348769898698	145.1037037037	52.517426273459	142.98540145986
29.861280487805	128.03267973856	36.075506445672	145.1037037037	21.269272529859	137.95070422536
18.104436229205	128.875	61.600628930818	145.1037037037	43.725446428572	141.94927536231
19.148582600196	128.03267973856	20.86155484558	138.92907801419	31.595161290322	144.03676470589
34.980357142857	128.875	45.13594470046	145.10370370371	29.861280487805	142.98540145986
12.662572721396	126.38064516129	59.905198776758	146.18656716418	52.517426273459	142.98540145986
27.984285714285	129.72847682119	25.211068211068	146.18656716418	18.853705486044	121.67080745342
28.849779086893	126.38064516129	62.187301587302	146.18656716417	39.099800399201	144.03676470589
15.244357976654	117.2994011976	21.432166301969	145.10370370371	51.280104712041	142.98540145986
33.428327645052	128.03267973856	43.434589800443	146.18656716418	21.717294900222	144.03676470589
15.436564223798	125.57051282052	61.215625	146.18656716418	52.517426273457	142.98540145984
21.455640744797	124.77070063694	22.567972350231	145.10370370371	22.777906976744	138.92907801418
35.295495495496	128.875	49.095238095239	145.10370370371	37.671153846153	144.03676470589
12.7366710013	121.67080745342	30.946287519747	144.03676470589	52.658602150538	119.44512195122
25.945695364238	123.98101265823	30.136923076923	146.18656716417	20.641728134879	140.92805755396
20.21568627451	128.875	61.990506329112	146.18656716418	41.767590618337	142.98540145986
17.552867383512	124.77070063695	19.687437185929	145.10370370371	43.921524663677	142.98540145986
35.811700182816	129.72847682118	42.864332603939	145.10370370371	25.473342002601	139.92142857143
13.407939767283	123.98101265822	60.647058823531	146.18656716417	53.086720867209	142.98540145986
25.775	123.20125786163	23.018801410106	141.94927536232	18.853705486044	140.92805755396
35.105734767025	129.72847682119	58.649700598802	146.18656716417	39.021912350597	144.03676470589
14.102951763859	123.98101265822	26.014608233732	145.10370370371	52.377005347594	144.03676470589
30.655712050078	128.875	38.485265225932	145.10370370371	21.408743169399	139.92142857143
16.989592367736	128.03267973856	61.600628930818	145.10370370371	48.728855721393	144.03676470589
18.727533460803	125.57051282052	21.408743169399	144.03676470589	28.024320457797	142.98540145984
35.487318840579	129.72847682119	45.983568075118	145.10370370371	31.544283413848	142.98540145984
12.374605180038	124.77070063694	57.277777777779	146.18656716417	52.943243243244	142.98540145986
27.206944444445	128.875	25.980106100796	145.10370370371	19.092592592593	138.92907801418
26.049202127659	128.875	61.990506329115	146.18656716418	39.178	142.98540145986
15.938974776241	124.77070063695	20.973233404711	146.18656716418	51.686015831134	142.98540145986
33.774137931033	128.87500000001	43.921524663677	146.18656716418	22.56797235023	140.92805755396
15.033768227168	127.20129870129	61.215625000002	146.18656716418	53.230978260869	144.03676470589
21.597574421168	126.3806451613	22.698725376593	141.94927536232	21.862723214286	142.98540145986
35.295495495496	129.72847682118	49.971938775513	145.10370370368	39.099800399201	144.03676470589
12.870565045992	121.67080745342	35.232014388489	146.18656716415	52.517426273461	144.03676470589
