portrange 0-6000	portrange 0-5	host 178.79.150.233	host 178.79.150.234	net 178.79.150.0/24	net 178.79.151.0/24
10.469802244789	4.6419431279621	29.193740685544	6.7923023578363	26.834246575342	6.9243548957229
11.123793299262	5.0176741803279	30.995253164557	5.8649700598802	22.991784037559	7.3011554230339
11.04850535815	5.0775012960083	28.555393586006	7.8043824701195	31.392628205128	7.8262085497403
12.327879169289	5.5056211354694	34.427065026362	8.2514743049705	31.64620355412	8.364218616567
12.912986156889	5.8387481371088	35.811700182815	8.2203105329417	25.081946222791	8.3392933163048
13.509655172414	6.0070530512113	38.036893203883	8.5841367221735	34.548500881834	8.3749465583583
14.03223495702	6.240522459382	39.493951612904	8.8678134902671	35.811700182815	8.9040909090909
14.082674335011	6.4757024793388	41.24	9.3906999041227	37.598848368523	9.2226930320151
14.607755406413	6.5362028695362	42.770742358079	9.7896051974013	39.021912350597	9.5789731051345
15.185271317829	6.8278145695364	42.217672413793	9.7896051974014	38.561023622047	10.170820353063
15.683746997598	7.2848642618074	43.823266219239	10.600108225108	40.473140495867	10.030209933436
15.658673061551	7.4967470340605	46.091764705884	10.657780195865	41.590233545648	10.623101952278
16.229494614747	7.5082407052511	45.983568075119	10.986539540101	43.434589800443	10.810706401766
16.84350816853	7.5140007671652	47.316425120773	10.798787210584	43.434589800443	10.681025081788
17.443455031166	7.7703292344308	48.728855721395	11.277489925158	44.621867881549	11.005056179775
17.443455031167	7.841873498799	47.546116504855	11.584269662921	46.309692671397	11.402211874272
17.971559633027	8.0646356525319	50.617571059432	11.563754427391	46.200471698112	11.342790966995
18.222325581395	8.3251168720781	52.377005347596	12.077065351418	47.430992736078	12.129411764706
18.532639545885	8.5766199649737	51.822751322753	12.43746031746	48.728855721391	12.492984693878
19.167318982388	8.7646532438479	53.815934065934	12.753255208333	48.487623762378	12.405953134896
19.167318982388	8.7685765443152	55.492917847022	12.662572721396	50.487113402062	12.445362134689
19.707243460765	8.8358141632837	55.180281690142	12.744957709824	50.617571059432	12.461195928753
19.907520325204	9.0731820287169	57.110787172015	13.033266799734	52.098404255321	12.761563517915
20.278467908903	9.0984672549931	57.11078717201	13.050632911392	50.617571059432	13.085504342017
20.839361702127	9.3103612167301	58.649700598802	13.407939767283	53.521857923497	13.289687924016
20.839361702128	9.5602733040508	58.474626865671	14.123287671233	54.413888888889	13.972182596291
21.408743169399	9.779830254618	60.273846153842	14.246545454546	55.025280898873	13.873229461757
21.338779956428	9.7215880893298	61.990506329117	14.424889543446	56.290229885055	13.873229461757
21.887150837988	9.9184810126582	61.794952681386	14.246545454546	56.452449567717	13.912642045454
21.408743169399	9.8239719157473	61.60062893081	14.164135936371	56.128939828082	13.717787114846
21.960762331838	9.814128256513	61.990506329106	14.072557471264	56.290229885055	13.82427664079
21.985409652076	9.814128256513	61.794952681397	14.153901734104	56.290229885055	13.82427664079
21.960762331838	10.009708737864	60.647058823526	14.706456456456	55.809116809118	14.39309331374
21.887150837988	10.081832218219	61.215625000002	14.414275202355	55.492917847027	14.319444444444
21.985409652077	10.07146529563	61.794952681386	14.542687453601	55.968571428569	14.164135936371
21.814031180401	9.8685138539042	61.990506329117	14.225853304285	56.452449567726	13.95227920228
21.960762331838	9.8784669692385	61.794952681386	14.194927536232	56.452449567717	13.584604715673
21.936170212765	9.8338353413655	61.794952681386	14.092805755396	56.290229885064	13.737026647966
21.985409652077	9.8190476190475	61.990506329117	14.113112391931	56.452449567726	13.824276640791
21.985409652077	9.8635448136959	61.794952681386	14.499629903775	55.80911680911	14.371973587674
21.887150837989	10.144484722941	60.647058823526	14.629574309186	55.80911680911	14.28811086798
21.960762331838	10.019948849105	61.990506329106	14.575148809524	55.968571428569	14.153901734104
21.292391304347	9.8585807750377	61.407523510969	14.174384949349	56.290229885064	13.843816254417
21.887150837988	9.8685138539045	61.990506329117	14.153901734104	56.290229885055	13.912642045454
21.960762331838	9.7896051974014	61.794952681386	14.04229390681	56.290229885055	13.82427664079
21.91163310962	9.7993996998498	61.794952681386	13.528314917128	55.650568181815	13.785362420831
19.806875631952	8.8199009455201	55.650568181815	13.785362420831	54.871148459376	13.95227920228
21.862723214286	10.133988618728	60.8354037267	14.629574309186	55.968571428569	13.565789473684
21.936170212767	10.040492055356	61.024922118388	14.640508221226	55.809116809118	14.16413593637
21.936170212765	10.009708737864	61.024922118377	14.319444444445	56.290229885055	13.902767920511
