portrange 0-6000	portrange 0-5	host 178.79.150.233	host 178.79.150.234	net 178.79.150.0/24	net 178.79.151.0/24
26.471621621622	6.7177640603567	49.342569269521	11.694925373134	41.153361344538	10.792837465565
28.06446991404	8.3004237288136	33.949740034662	10.197293076523	40.641078838174	10.565803667745
29.237313432836	9.2926944971537	37.889748549323	12.461195928753	45.983568075117	12.573170731707
31.143084260731	10.763186813187	45.768691588785	11.944512195122	38.867063492063	12.9300330033
32.21875	11.111174134997	47.316425120772	13.015946843854	48.367901234568	12.597427652733
32.113114754098	11.060982495765	48.130221130221	13.050632911392	50.487113402062	13.217948717949
34.306479859895	11.349362688297	50.228205128205	13.226873733964	50.487113402062	12.998672859987
34.548500881834	11.57058476078	48.9725	13.892907801418	52.800539083558	13.737026647966
36.00919117647	11.758103241297	52.517426273459	13.669923237962	52.658602150538	13.584604715673
36.075506445672	11.786401925391	52.377005347594	13.737026647966	55.025280898877	13.814527503526
37.526819923372	12.320125786163	54.413888888889	13.892907801418	55.025280898875	14.361436950147
37.598848368523	12.557051282051	53.815934065936	14.953435114504	57.110787172012	15.339859044636
38.185185185185	13.353101567826	56.615606936416	14.728571428571	52.237333333333	15.244357976654
38.63708086785	13.334921715453	56.12893982808	15.412273800157	57.277777777779	15.485375494071
40.556935817804	13.765987350668	59.003012048193	15.6712	58.649700598802	15.734136546185
40.473140495867	13.453983516484	58.127596439171	15.522187004754	59.360606060604	15.509897070467
40.556935817806	13.612925642808	60.647058823529	15.926016260162	61.407523510972	15.772141706924
42.126881720431	13.491046831956	60.835403726708	15.683746997598	61.407523510972	15.708901363272
42.036480686696	13.756320224719	61.215625	15.835893290218	63.807817589576	16.392468619247
43.531111111111	14.288110867979	62.785256410255	16.35141903172	63.600649350649	16.419949706622
43.531111111113	14.575148809524	62.1873015873	17.537153088631	63.600649350649	17.289496910856
40.223819301847	15.339859044636	64.650165016502	17.856882406564	65.956228956231	17.792007266121
45.135944700462	15.280031201248	64.226229508197	17.74365942029	64.864238410597	17.366134751773
45.135944700462	14.930640243902	65.296666666668	17.320070733864	64.864238410591	17.74365942029
46.529691211401	15.388059701493	67.316151202746	17.647747747748	68.254355400701	17.695573622403
46.640476190476	15.424409448819	67.782006920419	17.568609865471	68.254355400695	17.647747747748
46.640476190476	15.173508907823	69.711743772241	18.273320895523	70.464028776978	18.071033210332
42.770742358077	15.509897070467	69.219081272083	18.205390334573	70.21146953405	18.205390334573
48.012254901962	16.324166666667	68.733333333338	19.356719367589	70.21146953405	19.092592592593
48.130221130222	16.699914748508	70.97463768116	19.647943831495	72.551851851846	19.549900199601
49.342569269524	16.960173160173	70.97463768116	19.569430569431	72.551851851854	19.375865479723
49.34256926952	16.489057239057	72.018382352943	18.853705486044	72.551851851854	18.745454545455
51.146214099217	16.930855661193	73.920754716977	19.549900199601	74.767175572524	19.452830188679
51.013020833334	16.814592274678	74.200757575754	19.356719367589	74.767175572516	19.242632612967
51.013020833334	16.728437233134	74.200757575761	19.299507389162	74.767175572524	19.092592592593
52.65860215054	17.228671943712	76.819607843136	19.806875631952	77.122047244093	20.15329218107
52.377005347596	17.727601809955	75.342307692305	20.405208333334	76.819607843136	20.029652351738
52.098404255321	18.021159153634	75.63320463321	20.132579650565	76.819607843136	20.641728134879
53.668493150684	18.67397521449	77.734126984135	21.292391304348	78.987903225807	20.995712754555
53.964187327823	17.955087076077	78.670682730924	20.598317560463	78.987903225807	20.555089192026
53.521857923497	17.759746146872	78.356000000009	20.426485922836	78.987903225807	20.555089192025
52.800539083556	18.171614100186	80.946280991738	21.063440860215	81.620833333337	20.995712754555
55.65056818182	18.290382819794	80.946280991738	21.086114101184	81.282157676342	20.995712754555
55.650568181815	18.087719298246	80.946280991738	21.131607335491	81.282157676342	21.040816326531
55.492917847027	19.1298828125	83.357446808506	20.839361702128	80.282786885248	22.56797235023
56.29022988506	19.530408773679	83.004237288131	22.672453703704	82.654008438823	22.413043478261
55.968571428569	19.530408773679	82.30672268907	22.464449541285	83.357446808506	22.059684684685
56.615606936414	18.817483189241	81.282157676342	21.789766407119	85.169565217388	21.985409652076
58.474626865671	19.375865479723	85.169565217388	22.134463276836	85.916666666675	22.33637400228
58.474626865671	19.223748773307	85.169565217388	22.010112359551	84.800865800873	21.814031180401
